Country,AgriculturalLand,BodyMassIndex_M,BodyMassIndex_F,Cellphones,ChildrenPerWoman,CO2Emissions,DemocracyScore,EnergyUsePerPerson,Exports,Femalesaged25to54labourforceparticipationrate,Forestarea,GDPpercapita,Governmenthealthspendingperpersontotal,Hightotechnologyexports,Hourlycompensation,Imports,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission
New Zealand,46.32562379,14.90724063,14.59034063,21.6619452,2.56365625,6.387861712,10,2.904323047,20.14480255,38.59999967,20665,7206.011959,502.7892219,3.299607403,5.447499991,20.09986901,35921.24182,0,0,13.30625,2.943932532,16.35995025,74.587875,0,0,0.431250004,25.8746875,1.2,1.264336681,1.645879044,0.890609437,1.080400521,0.975081232,3220455.563,11.8616875,0,69.5508125,69741.51063,2237.044944,13.97303294,5.576827419,36.25625,27105934664,621.4717658,0.044933535,16.7462125,72.8053375,1.188729118,21397.97917
Bosnia and Herzegovina,15.84436274,14.46657375,14.4211475,13.01607509,2.44975,1.998162332,-4,0.453978825,10.41752388,46.83749962,5462.5,539.3316276,51.85468889,0.635667183,0,24.54074222,7526.378172,0.519375,5.139375,40.9625,1.838689959,5.367941121,67.7818125,24.16577461,24.94848258,0,23.6473125,0.785081247,0.34730079,0.553703036,0.164671527,0,0.315445603,3611671.313,70.5810625,0.06375,12.723375,3546.63375,310.2734371,3.561085063,3.809518397,6.29375,2001673484,90.85445478,-14.11461692,0.705328301,31.342975,1.931950992,7474.958333
Timor-Leste,16.81237391,11.439035,11.6486075,1.612168563,5.994,0.033366387,1.25,0.011165023,0,33.83125019,2135,87.92414216,10.27193981,0,0,0,1863.717304,0,0,48.53125,1.479123237,0.020519531,45.2511875,0,0,0,15.77775,0.01875,3.047148585,5.296710849,0.806566268,0,1.433132564,716427.9375,47.7149375,0,17.88675,0,0,0,0,16.5625,86903166.53,14.40891814,0,3.105653286,16.5854875,3.202077068,34.83333334
Burkina Faso,28.64469116,11.600265,11.6029875,2.629018424,6.5586875,0.050040142,-3.9375,0,7.201475678,47.14374971,15620,157.1852992,4.009129108,1.377305399,0,20.20354789,1746.09213,0,0,121.65,3.458616227,0.144895998,44.4451875,4.015052791,6.066922391,0,15.4383125,0.023492225,4.222359538,6.980985403,1.639012635,0,2.122168254,8824048.5,31.755875,0,45.4469375,1184.125625,0,0,2.294387161,40.375,1613892844,7.401301655,-12.69819937,6.318165064,11.1558375,5.186916317,560.3125
Pitcairn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,46.80963088,12.24844188,12.0885475,3.737257289,6.09525,0.149638132,-4.875,0,11.87234887,50.33124971,17260,159.8129406,1.255293984,0.042463157,0,13.27810784,1580.911825,0,0,114.525,6.53426546,0.152887075,43.7875625,6.423046456,8.661371006,0,16.1475625,0.049220026,3.842229009,6.070823192,1.632566393,0,1.781754677,5778465.938,23.2690625,0,29.19,31126.52125,0,0,0,39.8125,1519031758,7.672528872,-1.733800825,6.452374935,21.41965,3.947039659,871.5208334
Switzerland,37.06875,14.4446225,13.4743225,24.86968031,1.817,5.363886598,10,2.617251876,30.81883331,40.15625048,2985,19212.05516,988.5211561,8.946230491,12.54749995,29.8097182,27962.47793,0.718878375,6.477380395,11.59375,0.959731378,17.35429998,76.1018125,0,0,0.399999995,30.75625,2.25625,0.935092694,0.948805138,0.824228644,1.366547849,0.756410994,6407760.688,154.96875,0,54.1470625,5545.91,1447.081088,16.207405,3.793479695,10.822,1.325E+11,1705.388172,3.380088437,14.76612256,56.6737625,1.251405233,34943.10417
Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118.253445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4983.875,0,0,0,0,0,0,0,8.075,0,0,0,0,0,0,0
Sierra Leone,32.88623988,12.334165,12.7285375,2.282942749,6.180875,0.192936186,-0.625,0,17.36679437,45.43750048,7305,215.4823396,1.169862437,6.912041665,0,23.10695666,1073.493709,0,0,156.1802069,17.08728787,0.051485503,36.839875,6.530023149,8.986426577,0,17.3891875,0.045400097,7.459108114,13.34495831,1.843188286,0,1.742034856,3487228.75,48.16125,0,40.9469375,32406.00437,0,0,3.736532558,57.3125,782508652.6,11.56177187,-5.740162283,10.73824811,26.3328125,3.137475685,717.9791667
Haiti,48.53728229,13.05211375,12.43062438,4.419450976,5.3205,0.130719545,-4.5625,0.191807794,4.525685137,25.83125019,272.5,155.0272927,2.38843775,2.312748582,0,13.7293422,3215.950331,0,0,116.55625,5.577255335,1.302501055,50.9770625,0,0,0,16.9545625,0.088650927,1.283011794,2.256586611,0.388845652,0,1.631986051,6355790.438,227.867875,0,0,1608.799281,11.13243797,0,0,66.28125,1354542231,8.661619278,-9.203657069,1.533581436,25.047725,3.591712214,952.6458334
Western Sahara,0,0,0,0,4.92425,0.587870759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.267875,0,0,0,18.6915,0,0,0,0,0,0,198701.125,0.7306875,0,0,0,0,0,0,0,0,0,0,0,0,0,130.3958333
Cayman Islands,6.770833333,0,0,28.52064328,0,6.747060283,0,0,0,0,32.5,0,0,0,0,0,65808.70532,0,0,0,0,7.625,0,0,0,0,0,0,0,0,0,0,3.208850526,24288.8125,91.5466875,0,73.9934375,0,0,0,0,25.2,0,0,0,0,87.5,3.028632449,217.4791667
North Korea,0,0,0,0,0,5.438036978,0,0.863320976,0,0,0,0,0,0,0,0,0,0,0,38.5625,0,0,0,0,0,0,0,0,0,0,0,0,1.386666282,0,145.116125,0,0,0,0,0,0,0,0,0,0,0,48.5162625,2.057305959,102999.875
Aland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9925,0,0,0,0,0,0,0,0,0,0,6004.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,48.86144937,14.82225438,14.33321312,22.31825791,2.3383125,13.7669201,10,4.115965191,13.20211917,37.15625,387300,14757.5493,622.4664597,5.00323008,9.029999793,14.63020364,63788.21799,0,0,12.08125,4.360883307,15.1286763,75.2619375,0,0,1.056250006,27.2845,1.35625,1.5399128,1.9217325,1.153927456,1.442705935,1.35793069,15333589.06,1.9695,0,30.9173125,22357.65063,1712.549116,11.77188512,5.961633899,30.8125,2.53792E+11,925.22908,-0.745771167,18.57810963,75.113225,1.523966488,225224.5417
Yemen,0,0,0,4.036709733,0,0.438908085,0,0.105181701,12.65086181,0,0,202.7293715,5.080868263,0,0,0,0,0,0,24.38125,8.010117725,0.921521529,0,0,0,0,0,0.090625,0,0,0,0,1.301085519,0,13.2469375,0,16.383375,0,0,0,0,0,3828092824,14.06382522,0,0,10.139525,2.064245166,7312.9375
Thailand,29.43135998,12.311525,13.03767625,14.43544714,3.6393125,1.644018093,0.75,0.62739144,32.33692348,46.66874981,47510,1144.850667,24.29714392,10.11188697,0,34.16232262,3460.369877,1.12,15.155,54.44375,3.385183905,3.180135029,64.4315625,50.65593619,54.76489328,0,19.3545,0.188994595,2.965509025,2.000677406,0.557556242,0.275694055,1.607450631,47597643.25,92.564375,8.2225,60.332125,6029.979406,148.303274,0,3.050611221,10.6875,67601965557,36.538158,-0.845529783,4.558604479,23.74995,2.638303056,100128.1875
Ghana,46.76375582,12.28866687,12.719445,6.765616933,5.8414375,0.261492796,-1.1875,0.252803182,18.67666274,47.89375067,15235,231.3606411,7.074928259,0.578911162,0,27.54851702,2188.021351,1.2225,12.955,95.5,19.92950337,0.65100386,52.60375,14.47436822,17.66576565,0,15.588625,0.060912997,2.64220941,3.769526124,1.517811835,0,2.263465877,13293735.81,55.13325,34.058125,51.8585,2950.795625,47.81524845,0,5.115623819,119.3875,3364805439,12.22241866,-7.110582145,4.614938021,31.5240125,3.723457005,3796.604167
Papua New Guinea,1.538830985,13.31066188,13.29960063,1.731784775,5.332,0.407285902,2.5,0,39.42253171,44.33125067,75332.5,553.6617852,8.731523574,12.60023996,0,40.48316871,1683.264891,0.59375,12.76875,77.35,5.49450046,0.290326819,50.69925,14.33581398,16.66974848,0,16.0120625,0.0323125,3.587357282,6.045352221,1.100099444,0,2.144733703,3779650.938,8.082375,17.93125,48.21125,162615.6925,0,0,7.29070017,17.125,2288610158,10.96547081,-1.060637007,3.670830846,10.03405,4.042266715,1776.041667
Greenland,0.529988085,14.21965062,14.81184,18.6125141,3.6915625,8.838123485,0,0,0,0,0.5,11556.04312,0,4.935083348,0,0,46528.40241,0,0,0,0.343486049,13.60047449,0,0,0,0,0,1.004103355,0,0,0,0,1.022146552,47534.125,0.0218125,0,0,7966125.658,0,0,0,83.1625,628362016,0,0,0,66.6807625,1.639681317,435.4166667
Puerto Rico,36.04143179,14.9628575,15.90360938,14.3344445,2.89425,0,0,0,53.04563122,26.17500007,1160,9634.311702,0,0,0,70.59860093,11487.21997,0,0,55.6875,3.905433593,6.790422844,72.822375,49.5052295,51.78537571,0,21.492875,0,4.636139704,0,0,0,0.696241096,3142137.063,354.153375,0,0,1534.76375,0,0,0,24.1,33532397713,0,-14.28371602,0,64.726425,1.952596349,0
Somalia,57.03257006,12.07680625,12.26090563,1.328452192,7.2296875,0.063050585,-0.875,0,8.635654645,31.08125019,18787.5,0,0.895966348,0,0,26.14698819,1086.128306,0,0,60.9875,44.04547596,0.21002119,44.4021875,0,0,0,15.4285,0.046005897,0.346992128,0.444417044,0.250173792,0,2.06159343,5582119.375,8.668375,0,35.6223125,2095.46625,0,0,0,17.6875,0,2.002686463,-16.71663001,3.782306314,24.65795,3.398300892,379.7291667
Monaco,0,0,0,14.05840924,0,0,0,0,0,0,0,51532.82471,1274.150067,0,0,0,54672.20418,0,0,1.56875,2.07176641,14.32344126,0,0,0,0,0,1.861174986,0.17323266,0.227370523,0.121197771,0,0.799895819,28044.25,18817.11413,0,0,0,0,0,0,0,1630478827,1449.006621,0,1.937128723,87.5,0.799899542,0
Canada,6.078978304,14.930455,14.4064375,14.01539395,2.2329875,15.22822944,10,6.257907028,24.2102518,42.13749981,775335,15964.02378,713.3515642,6.221054734,9.418125093,23.75920829,47130.3074,0.65686176,6.196464058,14.2875,3.621719711,17.37947976,75.449125,0,0,0.518749995,26.5786875,1.51875,1.740290625,2.328737875,1.15417835,2.323523547,1.175145411,25011479.88,2.500125,0,68.5708125,78926.5175,3028.713512,11.89562813,5.217464676,3.65105,4.43125E+11,1012.496563,1.511421985,17.13808288,66.9182,1.464915642,390348.0625
Ethiopia,10.2055625,11.14219813,11.107765,0.322618369,6.714875,0.050343004,-4.9375,0.215132522,4.732001805,41.34375048,34262.5,71.08047936,1.403736652,1.356408541,0,10.41065609,1087.89919,0.9675,6.3575,101.9625,5.472482381,0.067018859,46.3051875,6.73125,9.35625,0,15.4199375,0.014907219,4.812018514,8.206623315,1.566567421,0,2.244611081,44618229.44,40.002625,21.6025,43.26275,0,5.368975889,0,3.309446424,20.375,4559968811,2.726147564,-5.67865429,5.37406218,10.272925,3.914374919,2719.520833
Latvia,11.34024763,14.40418,14.270025,17.91844492,1.7571875,1.338220766,-1.4375,0.723994071,18.62460988,49.19999933,8102.5,2679.379268,101.5223621,1.747215947,0,21.78081883,15954.59438,1.385625,10.6375,19.25625,61.56413447,10.80987811,69.469875,24.93664249,24.9375661,3.125,30.4583125,1.927562494,5.257699438,7.853615875,2.91814125,0,0.10124052,2349120.375,36.3995,0.5975,37.814125,5089.538175,240.1907107,11.61305375,4.493736091,8.93125,6466487348,167.0457952,-3.156208943,13.30342063,56.7921125,0.554761119,3223.916667
Hungary,57.58948404,14.74995313,14.36769125,22.82554619,1.8423125,5.95501819,-0.3125,1.825594925,38.98857367,41.20625019,4767.5,3265.992493,166.5074163,7.008732661,1.405624971,40.94965977,22688.39326,0.661875,4.52625,29.05625,6.964562032,9.224011407,69.8294375,55.63997635,55.82706211,1.149999991,30.38825,2.199625,2.136797,2.784388375,1.549306313,0.58513812,0.030241917,10214206.06,109.840875,0.07875,67.857625,6893.240625,561.4846037,16.92977938,7.114794889,43.306625,33533590260,230.7065368,-0.669667688,12.4791995,55.5065625,0.400119347,61251.4375
Mayotte,39.02027027,0,0,0,6.5025,0,0,0,0,0,40,0,0,0.665714926,0,0,0,0,0,0,0,0,66.7270625,0,0,0,15.0196875,0,0,0,0,0,4.18333651,85893.9375,225.4239375,0,0,0,0,0,0,34.5,0,0,0,0,0,0,0
Japan,12.76966147,12.82425563,12.21403312,20.20030975,1.805875,7.174098461,10,2.653497977,10.00988932,36.28125,62190,23870.80582,752.4023817,10.09803747,9.28000015,9.79609777,37595.04275,0,0,13.3875,1.704658829,15.32912323,75.54925,0,0,0.512500012,28.5193125,1.32875,1.082683344,1.334361469,0.841827063,1.45577585,0.428588397,112028691.4,296.4900625,0,69.159,2550.28125,1136.920961,18.40112581,1.153267909,4.68125,2.89119E+12,928.3341237,0.913080693,10.61118587,65.984575,1.080124555,844809.8541
Turkmenistan,25.89268614,13.87379563,13.642845,2.962041378,4.698125,3.381018177,-7.8125,1.334267349,26.68709636,46.65624952,10317.5,353.9282046,12.74240804,1.238036853,0,20.92596833,5059.786732,2.24,9.410625,38.28125,254.8754264,0.27420851,60.0943125,0,0,0,18.1028125,1.807906247,3.575659341,6.109016673,1.316879842,0.435597642,1.998181962,3123291.563,6.36675,21.97125,0,2386.177125,111.6513368,4.2835175,0,5.0625,2252720824,21.16465679,5.761128036,4.939558583,40.8264875,2.123278843,15527.875
Cote d'Ivoire,46.82704403,12.30039,12.7109525,7.653105381,6.617125,0.391356001,-5.0625,0.382688748,32.35370214,26.86875033,25820,617.6931974,3.899625956,2.607159572,0,28.2846695,3815.286995,1.23375,12.45125,123.0875,5.769473693,0.305572117,45.40325,18.58630519,24.27625298,0,16.0304375,0.055058415,11.70101953,19.39464426,3.411371469,0,2.874346985,10280493,31.5695625,16.764375,43.6076875,6611.587,33.81794937,0,2.895520939,32.375,6563855501,16.06321778,6.209004341,11.74435759,32.0867625,4.833064713,4514.8125
Turks and Caicos Islands,0.855263158,0,0,0,0,0.867597723,0,0,0,0,85,0,0,2.949584811,0,0,15241.39029,0,0,8.35,0,0,0,0,0,0,0,0,0,0,0,0,3.29815618,13674.4375,31.2484375,0,18.96,0,0,0,0,4.8,0,0,0,0,56.78455,4.22517787,27.72916667
Burundi,65.72965343,11.9864125,11.467735,0.862118633,7.0924375,0.027407099,-2.3125,0,7.750889551,53.7874999,495,125.681575,1.370943589,1.308349449,0,19.3920957,935.5480711,1.27875,9.97125,98.6875,11.39395294,0.127944531,46.063125,18.28143644,20.27705322,0,15.19125,0.02442523,8.395415068,15.68655395,1.878841817,0,1.887132452,4895920.25,174.0873125,35.6925,51.1495,1885.359769,0,0,5.144860429,6,652036001.4,3.845170219,-10.24763312,8.217708349,4.9758625,4.7314549,151.4791667
Martinique,0,0,0,0,3.2895625,3.326525727,0,0,0,45.04374886,0,0,0,0,0,0,19816.75855,0,0,0,0,0,70.3696875,0,0,0,21.8289375,0,0.6819375,0,0,0,0,336940.6875,305.4418125,0,0,0,0,0,0,9.13125,0,0,0,0,0,0,1215.958333
Guam,28.24074074,0,0,12.47491049,3.824375,0,0,0,0,34.89374971,65,0,0,0,0,0,0,0,0,0,0,9.404276629,68.973625,0,0,0,20.3488125,0,0,0,0,0,1.667257699,115852.875,210.0238125,0,0,0,0,0,0,27.1375,0,0,0,0,72.1280875,2.728788849,0
French Polynesia,9.750683059,16.01845813,16.60637125,12.35406158,3.9815,2.066729622,0,0,1.575730967,32.96874952,262.5,9379.763214,0,4.084202786,0,9.232347765,37607.39271,0,0,0,3.031479456,5.754535807,64.7155,0,0,0,17.9900625,0.42425,0,0,0,0,2.095279422,163874.1875,40.7781875,0,39.783,0,0,0,0,13.375,1824474889,0,-7.656616798,0,46.348225,2.431505986,407.2291667
Austria,34.95755003,14.44439313,13.81142938,27.72479093,1.8513125,6.741940828,10,2.662125639,30.81332091,39.46874952,9595,15416.88871,913.4568349,4.878366871,11.2493749,31.80050732,65189.96359,0.836400305,5.761346493,18.38125,2.604170306,15.09030929,73.7821875,0,0,0.418749996,31.4906875,1.9,1.064663713,1.2071949,0.929304094,1.099570857,0.325111023,7628360.625,90.90275,0,59.186625,6932.715625,1112.592411,14.23065637,6.230373093,31.587375,1.2134E+11,1197.023741,0.441433694,18.47762775,57.4999875,0.400300783,52047.875
Rwanda,56.19933117,12.36845,11.99210313,1.777943672,7.249875,0.057267832,-4.3125,0,8.452808545,53.19999981,860,211.370579,3.592459305,2.179012172,0,18.27574213,709.4384577,0.5225,9.45,99.225,5.871637016,0.593410567,46.89575,16.22214879,19.40508322,0,14.4781875,0.023693327,6.447157144,11.48091459,2.18326521,0,2.394408711,5701906.5,213.4815,22.265,59.171,1277.715625,0,0,3.393097026,10.375,1351460123,7.66373714,-8.899322894,7.253734588,7.1172375,6.08456452,393.9375
Saint Lucia,23.15573771,13.37472563,14.51009625,0,4.4088125,0,0,0,0,31.76874971,117.5,0,0,3.599298696,0,41.56989551,5602.433714,0,0,0,0,0,66.3803125,0,0,0,17.065375,0,6.037784426,7.433191538,1.119728655,0,0,125679.875,0,0,0,0,0,0,0,25.90625,0,0,-8.393732205,3.495576382,0,0,0
Saint-Pierre-et-Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5729.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,28.3790492,12.4520025,12.63706375,12.50681804,5.2015625,0.644805358,3,0.314698,24.59295386,31.9937501,17792.5,870.4800346,5.552785981,22.7396475,0.317499992,27.75940036,2282.203706,1.105625,15.109375,49.49375,9.055427415,1.23261423,62.7834375,49.53915554,52.7891267,0,16.1954375,0.409225602,5.915227029,10.80218941,1.072944421,0.146825906,2.218621719,53302519.5,176.363,21.88,50.7701875,6671.698125,73.20237156,0.870244,5.263764262,52.76041667,53103239324,14.97186193,-2.419737131,3.644420965,36.20825,2.930413375,37911.27083
Uganda,47.53109204,12.25869813,12.07829937,3.710681037,6.9008125,0.068984753,-2.1875,0,13.55965754,49.70000076,9672.5,128.06396,1.895905444,0.649968003,0,19.2863778,840.9022042,1.145,11.525625,96.94375,19.02073234,1.043019418,48.3020625,0,0,0,14.1830625,0.0564405,6.201933146,10.41833353,2.110044836,0,2.78660481,16169281.31,65.9716875,32.39875,50.267,3351.01125,0,0,2.933733114,39.5625,3176153294,9.150873353,-4.018627731,6.62176323,8.3410625,4.861109469,1150.645833
Norway,2.658329034,14.50774062,13.96375125,26.77844023,2.17375,7.042956456,10,3.942315705,32.8246837,44.71875048,23252.5,23102.96981,1457.817941,6.403383384,13.83124989,29.53373392,27433.78895,0.964994206,5.843996953,10.125,5.848615214,20.72730242,76.3124375,0,0,0.250000005,30.35725,2.05325,0.808523106,1.035054413,0.584236756,1.583890955,0.601702839,4109799.688,10.6410625,0,69.140125,63763.42625,5142.296048,11.05177869,6.985880736,18.8121875,1.00302E+11,1744.615945,5.557017152,8.468354563,60.86775,1.271124541,29823.97916
Serbia,7.22616053,14.64954938,14.51448125,17.82070994,2.1876875,0.660765721,-2.9375,0.797620557,6.843981951,0,6150,371.7132901,72.30091722,0,0,12.86661788,9304.825938,0,0,8.2375,7.175399813,6.854775022,68.717875,0,0,0,27.4900625,0,0.463135812,0.690273,0.242436044,0,0.126372262,8875658.688,100.444125,0.1525,25.4175625,0,534.81729,2.04268675,2.888876233,10.4375,2782141256,113.1017903,-6.022635931,1.75187975,38.7494625,0.127743542,6502.833334
Vietnam,19.58506775,11.18924,11.19459688,11.33391457,4.327125,0.533890793,-4.375,0.247972249,22.26081699,48.5875001,29312.5,200.9710075,4.23759575,1.570539819,0,26.41959141,1160.512705,0.5925,5.930625,35.98125,31.76407169,3.517761855,66.4205,22.53903234,23.70912857,0,18.4093125,0.307468752,0.814111322,1.274380267,0.378082842,0,1.553077222,58452473.56,175.51475,8.979375,60.615875,11034.418,72.24855628,0,0,6.5,15662402572,13.00434499,-4.158774426,2.908836186,18.5898625,2.877256101,37923.1875
Oman,3.207592892,13.957895,14.62263812,17.8888918,6.243,5.96607061,-8.9375,1.837751294,41.72789541,14.60624993,5,5528.880373,87.51102412,1.171865712,0,26.71873767,13340.88562,0,0,65.3125,10.12059139,3.142454599,59.043875,10.82764288,12.20372769,0,16.017,0.504633111,0.382434547,0.453479513,0.229826219,0,2.767651123,1464229,4.677,0,51.55025,809.345,773.9225882,0,2.698488939,3.8125,10787986827,110.536586,15.00915774,2.534161269,45.7137125,5.264731064,12425.64583
Lithuania,18.11468244,14.738525,14.7305575,25.26743844,2.0145625,1.671375748,-0.6875,0.999643168,18.11719506,49.6937499,5050,1607.184868,115.3466542,2.215929621,0,20.78956262,22001.74101,1.44875,10.703125,16.85,61.52170965,9.274929055,70.6071875,0,0,2.125,27.766375,1.707262499,3.512466125,5.3376275,1.840128625,0.463827511,0.312893656,3251780.188,49.862,0.31125,31.1596875,2528.22,218.5879118,12.4309375,4.142842371,21.959875,5556717446,161.6110759,-2.672367564,9.27804375,52.082875,1.247578848,5854.0625
Spain,49.68267111,14.82074375,14.49309813,23.65759932,2.0300625,4.801180663,3,1.766158457,15.52489868,30.21875036,42470,9105.996058,472.3116883,2.981885293,6.745624989,17.86991307,14937.10311,0.643680845,6.653003168,22.48125,5.60526363,11.07649365,74.8489375,12.20382597,12.44553852,4.006249979,28.263125,0.975,0.726609556,0.963646881,0.382706181,1.029959267,0.797127319,36989681.25,72.9025625,0,69.9645625,2079.905625,667.9375537,4.068257375,4.060221806,13.506625,3.61625E+11,655.4456962,-1.825965311,11.86882681,62.4259,1.298987146,187914.375
Russian Federation,4.967234286,14.20934188,15.04817375,20.76244778,1.962125,4.438207486,-2.6875,1.753103342,14.34334426,49.35000038,2023172.5,863.6359219,63.12053493,3.225356111,0,10.02798622,10050.83382,0.98375,13.515625,14.86875,101.8824951,4.329622835,67.5495,0,0,0.8125,27.4536875,1.763775005,11.30944244,17.9239175,5.235591375,0.474490724,0.348674967,135187191,7.91875,1.74375,12.23975,11319.20588,329.8267585,17.39203062,2.804385064,27.21875,1.24813E+11,98.52517382,4.315358045,12.52251875,59.804375,0.927452645,647339.6875
Denmark,53.98359336,14.18504437,13.68995125,26.80863486,1.96003125,9.544902279,10,2.991788995,30.98241129,47.5562501,1215,19905.48198,1189.578765,7.379658901,12.61937502,31.96498574,43982.30762,0,0,11.26875,4.155323616,18.51785695,74.6805625,0,0,0.818750016,30.6179375,1.579375,0.860309069,0.837644775,0.879670925,1.705937727,0.354927826,5041378.5,116.8473125,0,56.7744375,811.19,1121.756861,11.58267781,10.20451495,21.68125,1.03583E+11,1410.005906,1.036829237,12.626681,72.377375,0.666117436,48454.54167
Iran,29.59135427,13.72123938,14.21802563,7.994103285,5.00325,3.933501572,-6.375,1.088837899,16.32125482,16.08749998,27687.5,1252.977178,27.74325181,0.387589324,0,16.22110854,14829.42854,0,0,69.013125,13.08219701,1.807501006,57.6189375,35.73814372,47.41660121,0,16.7205625,0.337235414,0.519879475,0.819167554,0.220859818,0.668096492,2.054194792,44426531.56,26.8286875,0,54.886875,2279.307944,251.5013375,0,2.724871028,16.6375,66140275446,61.68635626,0.100146289,11.16094709,46.455,3.273114888,211982.6042
Barbados,35.90116279,14.27842438,15.75085688,18.7234303,2.6289375,2.822423145,0,0.260467796,47.17400059,46.73124981,20,6474.369416,152.5326772,5.1839595,0,55.13620402,22379.81523,0,0,40.44375,4.251032672,11.69769641,67.900625,0,0,2.556249917,22.946625,0.568887052,3.259909738,4.591918946,0.9548513,0,0.28404917,250448.875,582.0976875,0,72.0495,212.5971875,0,0,4.144060201,18.25,1668333963,232.1236177,-5.229393016,2.4116655,33.299075,0.722596989,733.1041666
Namibia,38.20965274,12.19734125,13.47901562,7.145951966,5.348125,0.447716237,2.25,0.222754382,29.98883634,36.97500062,20080,1242.72395,36.78346017,0.566932556,0,33.29825824,7648.381638,0,0,51.13125,7.112479847,1.007280928,54.7510625,0,0,0,16.0263125,0.099675,2.966244221,4.990720868,1.133274168,0,2.282342007,1247797,1.501375,9.58125,39.1145,11126.82884,0,0,9.88366066,19,2111704956,63.78917838,-3.405839977,4.757526039,23.94515,3.654084204,919.4166667
Gibraltar,0,0,0,0,0,5.666204417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788348819,25622.5625,4270.520875,0,0,0,750.7896265,0,0,6.8125,0,0,0,0,0,0,154
Djibouti,50.3208585,12.59988938,13.09431187,1.923144965,5.7289375,0.697811795,-1.8125,0.031417798,14.31479505,40.15625048,15,323.2678458,11.80926408,0,0,21.25483441,5393.381667,0.740625,8.7,57.63125,1.968227442,0.345436496,52.3606875,0,0,0,15.46525,0.15489119,0.70855844,1.334089637,0.092395339,0,3.956825424,416805.8125,17.785,0,43.5298125,706.246875,0,0,0,6.25,239338204.1,17.92436089,-6.940039361,6.531722546,61.0994625,4.716390793,282.5625
Central African Republic,6.530004976,11.75075187,11.873565,0,5.6078125,0,-3.4375,0,0,41.83124924,57257.5,0,0,0.047867429,0,25.98969823,1863.387723,0,0,0,0,0,43.2400625,18.96587137,24.23969924,0,17.3084375,0,6.758382797,11.74084926,2.234681368,0,0,2637889,0,0,0,40275.485,0,0,1.165166888,28.3125,0,0,-8.478893885,7.55862093,0,0,0
Nepal,23.02309756,11.66759875,11.0849975,1.846208949,5.0539375,0.053407879,-3.1875,0.215880265,9.993722514,32.25625062,9750,158.8330752,1.668656349,0.002757792,0,17.55774034,1641.474831,0.93125,11.49,132.475,6.081298695,0.257437863,50.55625,0,0,0,16.777875,0.060402954,3.160593868,5.34315741,1.177487165,0,1.926051619,17399387.44,117.32325,27.803125,38.3695625,9101.7,11.13206749,0,3.362148168,27.3125,3176460763,0,-7.451540355,3.381360413,7.705375,4.71349016,1204.041667
Morocco,52.22891444,13.79719813,14.10172188,11.56432773,4.9614375,0.842485924,-6.375,0.218115304,20.32943794,15.85625005,12542.5,977.9525767,10.49904567,2.107940605,0,27.21600288,5240.334445,0,0,79.21875,3.562701363,4.906712591,58.9825625,10.16263119,14.13646988,0,16.870375,0.19571213,0.23337505,0.388690442,0.087455504,0,1.743174553,20853314.63,46.519875,0,49.4099375,985.955,75.30310871,0,4.688703226,6.325,24039101039,31.17373755,-5.413337758,4.184269309,38.893475,2.825687043,20765.25
Benin,17.94544386,12.15345188,12.6366525,5.867459713,6.2934375,0.17762841,-0.375,0.249586197,11.29039963,32.63124967,12652.5,273.6100395,3.818142324,0.01751735,0,23.22150099,2351.443023,0,0,129.74375,3.851639024,0.31934262,47.7014375,10.21696887,14.9537297,0,16.588125,0.043701696,2.965396821,4.708786369,1.287042975,0,2.234196913,4576570.688,40.084,0,16.3445625,4552.100188,13.40998472,0,3.177859081,45.8125,1384001106,7.830209496,-11.54835675,4.781675576,25.3496125,4.96609003,1123.833333
